,h_depart,h_arrive,station_orig,station_orig_lat,station_orig_lon,duration,nb_transfers,station_dest,station_dest_lat,station_dest_lon,waiting_time,total_time,depart,arrival
Aigle,2023-01-04 14:10:00,2023-01-04 19:42:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,19920,1,Aigle,46.31685,6.96367,521,20441,Paris,Aigle
Aachen,2023-01-04 15:54:30,2023-01-04 18:35:00,Paris Gare du Nord,48.880136,2.354851,9630,0,Aix la Chapelle,50.7675,6.0912,6791,16421,Paris,Aix la Chapelle
Allaman,2023-01-04 14:10:00,2023-01-04 18:40:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,16200,1,Allaman,46.47575,6.3997,521,16721,Paris,Allaman
Amsterdam,2023-01-04 14:21:30,2023-01-04 17:44:00,Paris Gare du Nord,48.880136,2.354851,12150,0,Amsterdam Centraal,52.37908,4.900632,1211,13361,Paris,Amsterdam Centraal
Antwerpen,2023-01-04 14:21:30,2023-01-04 16:27:00,Paris Gare du Nord,48.880136,2.354851,7530,0,Antwerpen Centraal,51.216,4.421,1211,8741,Paris,Antwerpen Centraal
Appenweier,2023-01-04 15:21:00,2023-01-04 17:45:00,Paris Est,48.876742,2.358424,8640,1,Appenweier,48.5419,7.9735,4781,13421,Paris,Appenweier
Augsburg,2023-01-04 15:55:00,2023-01-04 21:04:00,Paris Est,48.876742,2.358424,18540,0,Augsburg Hbf,48.3654,10.886,6821,25361,Paris,Augsburg Hbf
Basel,2023-01-04 14:16:00,2023-01-04 17:26:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,11400,0,Basel SBB,47.5474,7.58956,881,12281,Paris,Basel SBB
Barcelona,2023-01-04 14:54:00,2023-01-04 21:25:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,23460,0,Barcelone-Sants,41.378961,2.139834,3161,26621,Paris,Barcelone-Sants
Käerjeng,2023-01-04 15:24:00,2023-01-04 18:50:00,Paris Est,48.876742,2.358424,12360,2,Bascharage secteur Sanem,49.5585,5.9249,4961,17321,Paris,Bascharage secteur Sanem
Haute-Sorne,2023-01-04 16:19:00,2023-01-04 19:55:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,12960,1,Glovelier,47.3352,7.20931,8261,21221,Paris,Glovelier
Berg (Pfalz),2023-01-04 15:21:00,2023-01-04 18:39:00,Paris Est,48.876742,2.358424,11880,2,Berg (Pfalz),48.9807,8.2128,4781,16661,Paris,Berg (Pfalz)
Bettembourg,2023-01-04 15:24:00,2023-01-04 18:04:00,Paris Est,48.876742,2.358424,9600,1,Bettembourg,49.516111,6.101111,4961,14561,Paris,Bettembourg
Bex,2023-01-04 14:10:00,2023-01-04 19:48:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,20280,1,Bex,46.25146,7.00067,521,20801,Paris,Bex
Biel/Bienne,2023-01-04 16:19:00,2023-01-04 20:41:00,Paris Gare de Lyon Hall 1 &2,48.844945,2.373481,15720,1,Biel/Bienne,47.13289,7.24292,8261,23981,Paris,Biel/Bienne
